code,occupation_name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033
33102,"Nurse aides, orderlies and patient service associates",296900.0,303500.0,310900.0,319800.0,328200.0,336900.0,345700.0,354600.0,363500.0,372500.0,382000.0
33103,Pharmacy technical assistants and pharmacy assistants,33900.0,33800.0,34600.0,36100.0,37200.0,37900.0,38600.0,39800.0,40300.0,40900.0,41500.0
33109,Other assisting occupations in support of health services,32000.0,32300.0,33700.0,35000.0,36100.0,37200.0,38200.0,39300.0,40300.0,41400.0,42500.0
40010,Government managers - health and social policy development and program administration,7800.0,8100.0,8300.0,8400.0,8500.0,8600.0,8600.0,8700.0,8800.0,8800.0,8800.0
40011,"Government managers - economic analysis, policy development and program administration",12700.0,13000.0,13200.0,13300.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0,13400.0
40012,Government managers - education policy development and program administration,160656.9721115538,163311.7529880478,166383.66533864543,169076.89243027888,171042.6294820717,172810.35856573706,174501.593625498,176163.94422310757,177877.68924302788,179588.04780876494,181292.43027888445
40019,Other managers in public administration,32300.0,33500.0,34500.0,35200.0,35700.0,36100.0,36500.0,36900.0,37400.0,37800.0,38100.0
40020,Administrators - post-secondary education and vocational training,17000.0,17400.0,17500.0,17600.0,17700.0,17800.0,18000.0,18100.0,18200.0,18300.0,18500.0
40021,School principals and administrators of elementary and secondary education,39500.0,41100.0,42000.0,42300.0,42100.0,41900.0,41600.0,41500.0,41200.0,41000.0,40800.0
40030,"Managers in social, community and correctional services",46700.0,48500.0,49100.0,49600.0,49800.0,50000.0,50200.0,50100.0,50300.0,50500.0,50600.0
40040,Commissioned police officers and related occupations in public protection services,160656.9721115538,163311.7529880478,166383.66533864543,169076.89243027888,171042.6294820717,172810.35856573706,174501.593625498,176163.94422310757,177877.68924302788,179588.04780876494,181292.43027888445
40041,Fire chiefs and senior firefighting officers,2700.0,2800.0,2900.0,2900.0,3000.0,3000.0,3000.0,3000.0,3100.0,3100.0,3100.0
40042,Commissioned officers of the Canadian Armed Forces,160656.9721115538,163311.7529880478,166383.66533864543,169076.89243027888,171042.6294820717,172810.35856573706,174501.593625498,176163.94422310757,177877.68924302788,179588.04780876494,181292.43027888445
41100,Judges,4100.0,4200.0,4400.0,4400.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4600.0
41101,Lawyers and Quebec notaries,124300.0,128600.0,132100.0,133600.0,134600.0,135500.0,136400.0,137300.0,138300.0,139200.0,140300.0
41200,University professors and lecturers,86000.0,88500.0,89000.0,90000.0,91100.0,91800.0,92800.0,93400.0,94300.0,95000.0,95700.0
41201,Post-secondary teaching and research assistants,84200.0,85500.0,86000.0,87100.0,88600.0,90200.0,91500.0,92900.0,93800.0,94900.0,95500.0
41210,College and other vocational instructors,131100.0,131300.0,132200.0,133800.0,135700.0,137400.0,139400.0,141400.0,143500.0,145400.0,147400.0
41220,Secondary school teachers,175100.0,179900.0,183500.0,186200.0,187500.0,188800.0,189900.0,190900.0,192200.0,193500.0,195000.0
41221,Elementary school and kindergarten teachers,337300.0,346500.0,353500.0,358600.0,361100.0,363700.0,365800.0,367700.0,370300.0,372800.0,375600.0
41300,Social workers,77500.0,82700.0,82700.0,84100.0,85200.0,86500.0,87800.0,89300.0,90600.0,92000.0,93400.0
41301,Therapists in counselling and related specialized therapies,69900.0,74500.0,75200.0,76500.0,77500.0,78700.0,79900.0,81200.0,82500.0,83700.0,85100.0
41302,Religious leaders,22300.0,23400.0,23400.0,23500.0,23500.0,23600.0,23600.0,23700.0,23700.0,23800.0,23800.0
41310,Police investigators and other investigative occupations,11900.0,12400.0,12600.0,12800.0,12900.0,13000.0,13100.0,13300.0,13400.0,13500.0,13600.0
41311,Probation and parole officers,7600.0,7800.0,8000.0,8000.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0,8100.0
41320,Educational counsellors,24500.0,24800.0,25300.0,25800.0,26300.0,26800.0,27300.0,27800.0,28200.0,28600.0,29000.0
41321,Career development practitioners and career counsellors (except education),20900.0,21500.0,21600.0,21800.0,21900.0,22000.0,22100.0,22200.0,22300.0,22400.0,22500.0
41400,"Natural and applied science policy researchers, consultants and program officers",37800.0,38100.0,38500.0,40000.0,40500.0,41400.0,42100.0,42800.0,43600.0,44400.0,45200.0
41401,Economists and economic policy researchers and analysts,20100.0,20500.0,20900.0,21200.0,21300.0,21500.0,21700.0,21800.0,22000.0,22100.0,22300.0
41402,Business development officers and market researchers and analysts,33700.0,33400.0,34300.0,34900.0,35400.0,35800.0,36200.0,36700.0,37000.0,37400.0,37800.0
41403,"Social policy researchers, consultants and program officers",80400.0,82400.0,83000.0,83300.0,84000.0,84700.0,85800.0,86600.0,88000.0,89200.0,90500.0
41404,"Health policy researchers, consultants and program officers",45100.0,46200.0,47300.0,48400.0,49200.0,50000.0,50900.0,51800.0,52600.0,53400.0,54300.0
41405,"Education policy researchers, consultants and program officers",32200.0,33700.0,34500.0,35100.0,35700.0,36100.0,36600.0,37000.0,37400.0,37700.0,38100.0
41406,"Recreation, sports and fitness policy researchers, consultants and program officers",9300.0,9400.0,9400.0,9600.0,9700.0,9900.0,10100.0,10300.0,10500.0,10700.0,10900.0
41407,Program officers unique to government,10700.0,11000.0,11200.0,11300.0,11300.0,11300.0,11300.0,11300.0,11300.0,11300.0,11300.0
41409,Other professional occupations in social science,3700.0,3800.0,3800.0,3700.0,3700.0,3700.0,3700.0,3700.0,3600.0,3600.0,3600.0
42100,Police officers (except commissioned),79800.0,80300.0,81700.0,83100.0,83500.0,83700.0,83900.0,84000.0,84200.0,84200.0,84100.0
42101,Firefighters,39800.0,40200.0,40800.0,41300.0,41400.0,41500.0,41600.0,41600.0,41800.0,41900.0,41900.0
42102,Specialized members of the Canadian Armed Forces,160656.9721115538,163311.7529880478,166383.66533864543,169076.89243027888,171042.6294820717,172810.35856573706,174501.593625498,176163.94422310757,177877.68924302788,179588.04780876494,181292.43027888445
42200,Paralegals and related occupations,36000.0,35600.0,37400.0,38700.0,39400.0,40100.0,40700.0,41300.0,42000.0,42600.0,43300.0
42201,Social and community service workers,155600.0,163300.0,165800.0,168500.0,170200.0,172000.0,173600.0,175300.0,177000.0,178600.0,180300.0
42202,Early childhood educators and assistants,246800.0,264600.0,274400.0,285900.0,295600.0,305200.0,314900.0,325100.0,335300.0,345800.0,356800.0
42203,Instructors of persons with disabilities,7100.0,7600.0,7700.0,7800.0,7700.0,7700.0,7700.0,7700.0,7600.0,7500.0,7500.0
42204,Religion workers,6500.0,6400.0,6600.0,6600.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0,6500.0
43100,Elementary and secondary school teacher assistants,105300.0,109900.0,112600.0,113900.0,113700.0,113400.0,112900.0,112900.0,112500.0,112200.0,112000.0
43109,Other instructors,31900.0,32100.0,32500.0,32800.0,33400.0,33900.0,34500.0,35100.0,35700.0,36300.0,36800.0
43200,Sheriffs and bailiffs,3400.0,3500.0,3500.0,3400.0,3500.0,3500.0,3500.0,3600.0,3600.0,3600.0,3600.0
43201,Correctional service officers,26100.0,26900.0,27400.0,27600.0,27700.0,27800.0,27800.0,27900.0,27900.0,27900.0,27900.0
43202,By-law enforcement and other regulatory officers,11000.0,11500.0,11800.0,12000.0,12100.0,12300.0,12400.0,12600.0,12700.0,12900.0,13000.0
43203,"Border services, customs, and immigration officers",14700.0,14800.0,14900.0,15100.0,15100.0,15200.0,15300.0,15400.0,15400.0,15500.0,15600.0
43204,Operations Members of the Canadian Armed Forces,160656.9721115538,163311.7529880478,166383.66533864543,169076.89243027888,171042.6294820717,172810.35856573706,174501.593625498,176163.94422310757,177877.68924302788,179588.04780876494,181292.43027888445
44100,Home child care providers,19900.0,20500.0,21100.0,21000.0,21200.0,21200.0,21400.0,21400.0,21600.0,21700.0,21800.0
44101,"Home support workers, caregivers and related occupations",67400.0,71300.0,71300.0,71900.0,71800.0,71700.0,71400.0,71000.0,70700.0,70400.0,70100.0
44200,Primary combat members of the Canadian Armed Forces,160656.9721115538,163311.7529880478,166383.66533864543,169076.89243027888,171042.6294820717,172810.35856573706,174501.593625498,176163.94422310757,177877.68924302788,179588.04780876494,181292.43027888445
45100,"Student monitors, crossing guards and related occupations",19300.0,20000.0,20500.0,20800.0,20800.0,20800.0,20700.0,20800.0,20700.0,20700.0,20700.0
50010,"Library, archive, museum and art gallery managers",3300.0,3400.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3600.0,3600.0
50011,"Managers - publishing, motion pictures, broadcasting and performing arts",5600.0,5500.0,5600.0,5600.0,5600.0,5600.0,5700.0,5700.0,5700.0,5700.0,5700.0
50012,"Recreation, sports and fitness program and service directors",5800.0,6300.0,6500.0,6600.0,6600.0,6600.0,6700.0,6700.0,6800.0,6800.0,6900.0
51100,Librarians,10400.0,10200.0,10400.0,10500.0,10600.0,10600.0,10600.0,10600.0,10600.0,10600.0,10600.0
51101,Conservators and curators,3000.0,3100.0,3100.0,3200.0,3200.0,3200.0,3300.0,3300.0,3300.0,3400.0,3400.0
51102,Archivists,160656.9721115538,163311.7529880478,166383.66533864543,169076.89243027888,171042.6294820717,172810.35856573706,174501.593625498,176163.94422310757,177877.68924302788,179588.04780876494,181292.43027888445
51110,Editors,14000.0,14100.0,14200.0,14400.0,14500.0,14600.0,14700.0,14800.0,14900.0,15100.0,15200.0
51111,Authors and writers (except technical),27200.0,29100.0,28500.0,28600.0,28800.0,29000.0,29200.0,29500.0,29700.0,29900.0,30100.0
51112,Technical writers,8000.0,8200.0,8300.0,8400.0,8500.0,8500.0,8600.0,8600.0,8700.0,8700.0,8800.0
51113,Journalists,10900.0,11100.0,11200.0,11400.0,11500.0,11600.0,11600.0,11700.0,11800.0,11900.0,11900.0
51114,"Translators, terminologists and interpreters",24500.0,24700.0,25000.0,25400.0,25800.0,26100.0,26400.0,26900.0,27000.0,27200.0,27500.0
51120,"Producers, directors, choreographers and related occupations",37600.0,37800.0,39900.0,40300.0,40700.0,41100.0,41500.0,41700.0,42300.0,42800.0,43200.0
51121,"Conductors, composers and arrangers",3500.0,3600.0,3700.0,3700.0,3800.0,3800.0,3800.0,3900.0,3900.0,4000.0,4000.0
51122,Musicians and singers,29700.0,30400.0,30400.0,30700.0,31100.0,31400.0,31800.0,32100.0,32500.0,32800.0,33100.0
52100,Library and public archive technicians,7200.0,7200.0,7300.0,7400.0,7400.0,7400.0,7400.0,7400.0,7300.0,7300.0,7400.0
52110,Film and video camera operators,7600.0,8000.0,8000.0,8000.0,8100.0,8100.0,8200.0,8300.0,8300.0,8400.0,8500.0
52111,Graphic arts technicians,14800.0,15100.0,15500.0,15800.0,16100.0,16400.0,16700.0,16900.0,17200.0,17500.0,17700.0
52112,Broadcast technicians,1500.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1500.0,1500.0,1500.0,1500.0
52113,Audio and video recording technicians,13100.0,13200.0,13300.0,13500.0,13600.0,13700.0,13800.0,13900.0,14000.0,14000.0,14100.0
52114,Announcers and other broadcasters,3700.0,3400.0,3500.0,3600.0,3600.0,3600.0,3500.0,3500.0,3500.0,3400.0,3400.0
52119,"Other technical and coordinating occupations in motion pictures, broadcasting and the performing arts",14700.0,14800.0,15100.0,15200.0,15400.0,15500.0,15700.0,15800.0,15900.0,16000.0,16100.0
52120,Graphic designers and illustrators,93200.0,95400.0,96000.0,97600.0,98600.0,99900.0,100900.0,102200.0,103100.0,104400.0,105500.0
52121,Interior designers and interior decorators,32900.0,33800.0,34200.0,34400.0,34600.0,34900.0,35100.0,35400.0,35700.0,35900.0,36100.0
53100,"Registrars, restorers, interpreters and other occupations related to museum and art galleries",9400.0,10200.0,9900.0,10000.0,10100.0,10200.0,10300.0,10500.0,10600.0,10800.0,10900.0
53110,Photographers,22400.0,22800.0,23500.0,23800.0,23900.0,24000.0,24200.0,24300.0,24400.0,24500.0,24700.0
53111,"Motion pictures, broadcasting, photography and performing arts assistants and operators",7700.0,7600.0,7700.0,7800.0,7900.0,8000.0,8000.0,8100.0,8100.0,8200.0,8300.0
53120,Dancers,13600.0,13900.0,14200.0,14300.0,14600.0,14900.0,15200.0,15500.0,15800.0,16100.0,16300.0
53121,"Actors, comedians and circus performers",14900.0,15500.0,15800.0,16000.0,16200.0,16400.0,16600.0,16800.0,17000.0,17100.0,17300.0
53122,"Painters, sculptors and other visual artists",17100.0,17800.0,18300.0,18400.0,18400.0,18400.0,18400.0,18500.0,18500.0,18500.0,18500.0
53123,"Theatre, fashion, exhibit and other creative designers",9600.0,9900.0,10000.0,10200.0,10300.0,10300.0,10300.0,10300.0,10400.0,10500.0,10600.0
53124,Artisans and craftspersons,8900.0,9300.0,9200.0,9400.0,9500.0,9600.0,9800.0,9900.0,10000.0,10200.0,10300.0
53125,"Patternmakers - textile, leather and fur products",160656.9721115538,163311.7529880478,166383.66533864543,169076.89243027888,171042.6294820717,172810.35856573706,174501.593625498,176163.94422310757,177877.68924302788,179588.04780876494,181292.43027888445
53200,Athletes,2700.0,2900.0,3000.0,3000.0,3000.0,3000.0,3000.0,3100.0,3100.0,3100.0,3100.0
53201,Coaches,13300.0,13600.0,13700.0,13900.0,14000.0,14200.0,14400.0,14500.0,14700.0,14900.0,15000.0
53202,Sports officials and referees,6200.0,6500.0,6600.0,6700.0,6800.0,6900.0,7000.0,7100.0,7100.0,7200.0,7300.0
54100,"Program leaders and instructors in recreation, sport and fitness",149300.0,154700.0,157600.0,160000.0,162700.0,165000.0,167500.0,169900.0,172400.0,174800.0,177200.0
55109,Other performers,160656.9721115538,163311.7529880478,166383.66533864543,169076.89243027888,171042.6294820717,172810.35856573706,174501.593625498,176163.94422310757,177877.68924302788,179588.04780876494,181292.43027888445
60010,Corporate sales managers,28300.0,29700.0,29900.0,30200.0,30400.0,30500.0,30600.0,30700.0,30800.0,30800.0,30900.0
60020,Retail and wholesale trade managers,355000.0,352700.0,357700.0,360400.0,361000.0,361300.0,361700.0,362000.0,362300.0,362800.0,363200.0
60030,Restaurant and food service managers,110200.0,108800.0,111400.0,114100.0,114800.0,115600.0,116300.0,117100.0,117600.0,118200.0,118600.0
60031,Accommodation service managers,51100.0,52300.0,54600.0,56000.0,56500.0,56800.0,57200.0,57600.0,58100.0,58500.0,58800.0
60040,Managers in customer and personal services,13400.0,13500.0,13600.0,13600.0,13600.0,13600.0,13600.0,13600.0,13600.0,13600.0,13600.0
62010,Retail sales supervisors,239100.0,235800.0,240100.0,242600.0,243500.0,244300.0,245100.0,245800.0,246600.0,247400.0,248100.0
62020,Food service supervisors,75800.0,75700.0,76500.0,78400.0,79900.0,81000.0,82100.0,83000.0,84000.0,84900.0,85900.0
62021,Executive housekeepers,1900.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0
62022,"Accommodation, travel, tourism and related services supervisors",16900.0,17300.0,17000.0,17400.0,17600.0,18000.0,18200.0,18600.0,18800.0,19100.0,19400.0
62023,Customer and information services supervisors,29000.0,29300.0,29100.0,29500.0,30200.0,30700.0,31000.0,31500.0,31800.0,32100.0,32400.0
62024,Cleaning supervisors,39700.0,40300.0,40700.0,41300.0,42000.0,42600.0,43300.0,44200.0,44700.0,45300.0,45900.0
62029,Other services supervisors,27000.0,27700.0,28100.0,28600.0,29000.0,29400.0,29800.0,30200.0,30600.0,31000.0,31400.0
62100,Technical sales specialists - wholesale trade,133000.0,137300.0,138900.0,140200.0,141000.0,141700.0,142400.0,143200.0,143900.0,144600.0,145400.0
62101,Retail and wholesale buyers,22900.0,23300.0,23500.0,23500.0,23500.0,23500.0,23500.0,23500.0,23600.0,23600.0,23600.0
62200,Chefs,64500.0,64000.0,65400.0,67400.0,68600.0,69400.0,70400.0,71500.0,72100.0,72900.0,73800.0
62201,Funeral directors and embalmers,8900.0,9300.0,9400.0,9500.0,9500.0,9700.0,9700.0,9800.0,9900.0,10000.0,10100.0
62202,"Jewellers, jewellery and watch repairers and related occupations",1900.0,1900.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0
63100,Insurance agents and brokers,86800.0,88000.0,90100.0,91400.0,92400.0,93100.0,93500.0,93800.0,94100.0,94400.0,94600.0
63101,Real estate agents and salespersons,106800.0,108400.0,110500.0,112100.0,113600.0,114700.0,115400.0,116000.0,116700.0,117300.0,117800.0
63102,Financial sales representatives,61300.0,62100.0,63600.0,65000.0,66200.0,67200.0,67900.0,68600.0,69400.0,70100.0,70800.0
63200,Cooks,171700.0,169800.0,174000.0,176500.0,177400.0,178000.0,178600.0,179200.0,179600.0,180000.0,180300.0
63201,Butchers - retail and wholesale,14400.0,14300.0,14500.0,14700.0,14700.0,14800.0,14800.0,14900.0,14900.0,15000.0,15000.0
63202,Bakers,32500.0,31800.0,32600.0,32900.0,32900.0,33000.0,33000.0,33100.0,33100.0,33200.0,33200.0
63210,Hairstylists and barbers,90500.0,94200.0,95600.0,96200.0,96600.0,97300.0,97800.0,98300.0,98700.0,99200.0,99600.0
63211,"Estheticians, electrologists and related occupations",71300.0,74800.0,76300.0,77700.0,78900.0,80300.0,81600.0,82900.0,84200.0,85500.0,86700.0
63220,Shoe repairers and shoemakers,160656.9721115538,163311.7529880478,166383.66533864543,169076.89243027888,171042.6294820717,172810.35856573706,174501.593625498,176163.94422310757,177877.68924302788,179588.04780876494,181292.43027888445
63221,Upholsterers,4000.0,4100.0,4300.0,4300.0,4300.0,4300.0,4200.0,4200.0,4200.0,4100.0,4100.0
64100,Retail salespersons and visual merchandisers,579600.0,572400.0,583000.0,588800.0,591000.0,592500.0,594100.0,595600.0,596900.0,598500.0,600000.0
64101,Sales and account representatives - wholesale trade (non-technical),240900.0,242500.0,246700.0,249900.0,252100.0,254100.0,255800.0,257500.0,259300.0,261100.0,262800.0
64200,"Tailors, dressmakers, furriers and milliners",12600.0,12400.0,12500.0,12500.0,12600.0,12700.0,12700.0,12700.0,12800.0,12800.0,12800.0
64201,"Image, social and other personal consultants",1600.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1800.0,1800.0
64300,Maîtres d'hôtel and hosts/hostesses,54500.0,56100.0,58000.0,58900.0,59200.0,59300.0,59500.0,59700.0,59900.0,60000.0,60100.0
64301,Bartenders,29400.0,29800.0,31200.0,31300.0,31000.0,30600.0,30300.0,30100.0,29900.0,29600.0,29300.0
64310,Travel counsellors,14600.0,14400.0,14700.0,14800.0,14900.0,15000.0,15100.0,15100.0,15200.0,15300.0,15300.0
64311,Pursers and flight attendants,14600.0,15100.0,15200.0,15300.0,15400.0,15400.0,15500.0,15500.0,15600.0,15600.0,15700.0
64312,Airline ticket and service agents,15900.0,16700.0,16900.0,17000.0,17100.0,17100.0,17100.0,17100.0,17200.0,17200.0,17200.0
64313,"Ground and water transport ticket agents, cargo service representatives and related clerks",3600.0,3700.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3900.0,3900.0,3900.0
64314,Hotel front desk clerks,19100.0,19300.0,19500.0,20100.0,20500.0,20900.0,21200.0,21500.0,21800.0,22000.0,22300.0
64320,Tour and travel guides,3800.0,3800.0,3900.0,3900.0,3900.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0
64321,Casino workers,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,7600.0,7500.0
64322,Outdoor sport and recreational guides,1700.0,1700.0,1700.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
64400,Customer services representatives - financial institutions,71500.0,72100.0,75000.0,76800.0,77600.0,78300.0,78600.0,78400.0,78800.0,78900.0,78800.0
64401,Postal services representatives,10300.0,10600.0,10700.0,10800.0,10900.0,10900.0,10900.0,10800.0,10800.0,10800.0,10800.0
64409,Other customer and information services representatives,181700.0,184900.0,186300.0,189000.0,190600.0,191800.0,193000.0,194900.0,195900.0,197200.0,198100.0
64410,Security guards and related security service occupations,104200.0,107200.0,107700.0,109700.0,110400.0,111400.0,112200.0,113200.0,114100.0,115000.0,115700.0
65100,Cashiers,349600.0,344200.0,351600.0,355500.0,356700.0,357800.0,358900.0,360000.0,361100.0,362200.0,363300.0
65101,Service station attendants,12000.0,11800.0,11500.0,11000.0,10700.0,10400.0,10100.0,9900.0,9700.0,9400.0,9200.0
65102,"Store shelf stockers, clerks and order fillers",262900.0,261000.0,267100.0,271600.0,274300.0,276800.0,279400.0,281900.0,284300.0,286800.0,289200.0
65109,Other sales related occupations,16200.0,15700.0,16800.0,17000.0,17100.0,17100.0,17000.0,16900.0,16900.0,16800.0,16800.0
65200,Food and beverage servers,175800.0,177900.0,182400.0,184400.0,184400.0,184100.0,183900.0,183600.0,183300.0,183000.0,182600.0
65201,"Food counter attendants, kitchen helpers and related support occupations",383000.0,388900.0,398900.0,405500.0,408700.0,410900.0,413300.0,415600.0,418000.0,420300.0,422600.0
65202,Meat cutters and fishmongers  retail and wholesale,5100.0,3600.0,3700.0,3700.0,3900.0,4000.0,4100.0,4100.0,4200.0,4200.0,4200.0
65210,"Support occupations in accommodation, travel and facilities set-up services",3600.0,3700.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0,3800.0
65211,"Operators and attendants in amusement, recreation and sport",65200.0,68000.0,68800.0,70000.0,70800.0,71700.0,72600.0,73500.0,74400.0,75300.0,76200.0
65220,Pet groomers and animal care workers,35500.0,37500.0,37700.0,38300.0,39500.0,39200.0,40400.0,40400.0,41100.0,41600.0,42100.0
65229,Other support occupations in personal services,3800.0,3900.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4100.0,4100.0
65310,Light duty cleaners,228000.0,228300.0,234700.0,238800.0,242000.0,245400.0,249000.0,252300.0,256400.0,260800.0,265000.0
65311,Specialized cleaners,41900.0,42500.0,43200.0,43700.0,44100.0,44600.0,44600.0,45100.0,45500.0,45600.0,45900.0
65312,"Janitors, caretakers and heavy-duty cleaners",107000.0,108100.0,110500.0,111200.0,111000.0,110900.0,110700.0,110700.0,110500.0,110400.0,110200.0
65320,"Dry cleaning, laundry and related occupations",13900.0,14100.0,14000.0,13900.0,13800.0,13900.0,14000.0,14200.0,14300.0,14400.0,14500.0
65329,Other service support occupations,24500.0,25100.0,25300.0,25400.0,25300.0,25200.0,25200.0,25200.0,25200.0,25200.0,25200.0
70010,Construction managers,108900.0,110100.0,113200.0,115900.0,117300.0,118500.0,119700.0,120900.0,122100.0,123300.0,124200.0
70011,Home building and renovation managers,146000.0,146400.0,151100.0,155000.0,156900.0,158600.0,160400.0,162000.0,163700.0,165400.0,166700.0
70012,Facility operation and maintenance managers,35300.0,37200.0,36900.0,37100.0,37400.0,37600.0,37900.0,38200.0,38500.0,38900.0,39200.0
70020,Managers in transportation,37700.0,39100.0,39800.0,40300.0,40700.0,41100.0,41500.0,41800.0,42200.0,42600.0,43000.0
70021,Postal and courier services managers,3300.0,3500.0,3600.0,3600.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0,3700.0
72010,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",20200.0,20300.0,20800.0,21100.0,21300.0,21600.0,21700.0,21900.0,22100.0,22200.0,22400.0
72011,"Contractors and supervisors, electrical trades and telecommunications occupations",32400.0,31900.0,32800.0,33400.0,33700.0,34000.0,34300.0,34600.0,34900.0,35200.0,35500.0
72012,"Contractors and supervisors, pipefitting trades",14100.0,14200.0,14600.0,15000.0,15100.0,15300.0,15500.0,15600.0,15800.0,15900.0,16100.0
72013,"Contractors and supervisors, carpentry trades",31500.0,31700.0,32800.0,33600.0,34000.0,34300.0,34700.0,35100.0,35400.0,35800.0,36100.0
72014,"Contractors and supervisors, other construction trades, installers, repairers and servicers",63000.0,63500.0,65100.0,66100.0,66000.0,66000.0,66100.0,66100.0,65900.0,65700.0,65300.0
72020,"Contractors and supervisors, mechanic trades",73800.0,75100.0,77000.0,78100.0,78700.0,79400.0,80000.0,80600.0,81200.0,81900.0,82500.0
72021,"Contractors and supervisors, heavy equipment operator crews",64000.0,64400.0,66300.0,68000.0,68900.0,69600.0,70400.0,71100.0,71800.0,72500.0,73000.0
72022,"Supervisors, printing and related occupations",5100.0,5100.0,5200.0,5200.0,5200.0,5200.0,5100.0,5100.0,5100.0,5100.0,5100.0
72023,"Supervisors, railway transport operations",1300.0,1300.0,1300.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0,1400.0
72024,"Supervisors, motor transport and other ground transit operators",35500.0,37000.0,37300.0,37900.0,38300.0,38800.0,39200.0,39500.0,40000.0,40400.0,40900.0
72025,"Supervisors, mail and message distribution occupations",11200.0,11900.0,11900.0,12100.0,12100.0,12100.0,12000.0,12000.0,12000.0,12000.0,11900.0
72100,Machinists and machining and tooling inspectors,43400.0,43400.0,43800.0,44300.0,44500.0,44700.0,44700.0,44700.0,44600.0,44500.0,44400.0
72101,Tool and die makers,11700.0,11600.0,11800.0,12000.0,12000.0,12100.0,12000.0,12000.0,12000.0,12000.0,11900.0
72102,Sheet metal workers,13900.0,14000.0,14300.0,14500.0,14500.0,14600.0,14700.0,14700.0,14800.0,14900.0,14900.0
72103,Boilermakers,2800.0,2900.0,2900.0,3000.0,3000.0,3000.0,3000.0,3100.0,3100.0,3100.0,3100.0
72104,Structural metal and platework fabricators and fitters,4300.0,4100.0,4200.0,4200.0,4200.0,4300.0,4300.0,4300.0,4200.0,4200.0,4200.0
72105,Ironworkers,14700.0,14600.0,15100.0,15500.0,15800.0,16000.0,16200.0,16400.0,16500.0,16700.0,16800.0
72106,Welders and related machine operators,90900.0,91000.0,92300.0,93000.0,93900.0,94400.0,94900.0,95500.0,95900.0,96100.0,96500.0
72200,Electricians (except industrial and power system),119300.0,122100.0,129800.0,133700.0,137700.0,140400.0,143500.0,146500.0,149500.0,152300.0,154900.0
72201,Industrial electricians,35600.0,36100.0,36700.0,37300.0,37500.0,37800.0,38000.0,38000.0,38200.0,38400.0,38600.0
72202,Power system electricians,4600.0,4800.0,4900.0,5000.0,5000.0,5100.0,5100.0,5200.0,5300.0,5300.0,5400.0
72203,Electrical power line and cable workers,12900.0,12900.0,13200.0,13500.0,13600.0,13700.0,13800.0,13800.0,13900.0,13900.0,14000.0
72204,Telecommunications line and cable installers and repairers,10100.0,10100.0,10300.0,10400.0,10400.0,10500.0,10500.0,10600.0,10600.0,10600.0,10700.0
72205,Telecommunications equipment installation and cable television service technicians,25900.0,26400.0,26800.0,27400.0,27800.0,28200.0,28500.0,28700.0,29100.0,29400.0,29700.0
72300,Plumbers,59900.0,61800.0,63600.0,65200.0,66100.0,67100.0,68300.0,69400.0,70500.0,71700.0,72600.0
72301,"Steamfitters, pipefitters and sprinkler system installers",25800.0,25900.0,26400.0,26800.0,27000.0,27200.0,27400.0,27500.0,27700.0,27900.0,28100.0
72302,Gas fitters,5500.0,5500.0,5600.0,5700.0,5700.0,5700.0,5700.0,5700.0,5700.0,5800.0,5800.0
72310,Carpenters,132000.0,133200.0,136800.0,139700.0,140800.0,141900.0,143200.0,144200.0,145400.0,146600.0,147600.0
72311,Cabinetmakers,5200.0,5100.0,5200.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0,5300.0
72320,Bricklayers,10700.0,10600.0,10900.0,11100.0,11200.0,11300.0,11300.0,11400.0,11400.0,11500.0,11500.0
72321,Insulators,9700.0,9800.0,10100.0,10400.0,10600.0,10700.0,10900.0,11000.0,11200.0,11300.0,11400.0
72400,Construction millwrights and industrial mechanics,88500.0,87200.0,88700.0,90200.0,91000.0,91600.0,92000.0,92500.0,92900.0,93400.0,93700.0
72401,Heavy-duty equipment mechanics,70600.0,73400.0,74700.0,75700.0,76400.0,77100.0,77800.0,78500.0,79200.0,80000.0,80700.0
